,nlpd,mae_mean,mae_median,mae_mode
118,-0.08634885400533676,0.029041313,0.030748231,0.03645052
119,-0.09127076715230942,0.026998239,0.02806296,0.03241859
120,-0.09834829717874527,0.027240796,0.026112307,0.02660637
121,-0.0978148803114891,0.03525545,0.032763872,0.031896465
122,-0.11316680908203125,0.02131518,0.018666003,0.018133644
123,-0.04769452288746834,0.055579785,0.058752485,0.06597441
124,-0.06809870153665543,0.04869647,0.050705757,0.05561193
125,-0.06049410626292229,0.05465575,0.056856282,0.062262025
126,-0.04972235485911369,0.084429964,0.083126694,0.08458403
127,-0.06180890277028084,0.077395014,0.07880591,0.08270172
128,-0.05754025653004646,0.10131708,0.10225201,0.10603205
129,-0.07111930847167969,0.053067908,0.05233834,0.05328536
130,-0.07089614868164062,0.0777148,0.08031266,0.08479374
131,-0.06459617614746094,0.101053596,0.10211196,0.10326705
132,-0.05675029754638672,0.10400808,0.10496489,0.10938053
133,-0.0336761474609375,0.17363597,0.17583418,0.18083863
134,-0.04028288647532463,0.11840359,0.1198747,0.12221814
135,-0.016736984252929688,0.1291174,0.13379341,0.1432634
136,-0.02559407614171505,0.12180819,0.122820854,0.12702742
137,0.22770245373249054,0.28247195,0.28793114,0.29811776
138,-0.06908544152975082,0.07387051,0.073644444,0.073688745
139,0.02196470834314823,0.094148204,0.10153165,0.1155339
140,-0.09850820153951645,0.033607956,0.030281074,0.027176661
141,0.054477691650390625,0.15952517,0.16463076,0.17299658
142,-0.03300793841481209,0.07966432,0.08370838,0.09139119
143,0.011034647934138775,0.13174471,0.13585128,0.14363621
144,-0.06544685363769531,0.06636009,0.06907164,0.07355079
145,-0.03454526141285896,0.072357066,0.07535113,0.08146535
146,0.06936073303222656,0.10235203,0.10672018,0.114761844
147,0.16117160022258759,0.14344709,0.14744708,0.15528755
148,0.1077321395277977,0.1326662,0.13683783,0.14367342
149,0.18986766040325165,0.17034656,0.17417417,0.18063866
150,0.021610260009765625,0.11141303,0.11422289,0.11858115
151,0.01454925537109375,0.0761244,0.079727076,0.086307555
152,0.0206934604793787,0.09746089,0.10100503,0.106931895
153,0.1279296875,0.18003665,0.1839826,0.19030705
154,0.10618845373392105,0.14547631,0.14993075,0.15738504
155,1.0838266611099243,0.33443508,0.33882904,0.346549
156,-0.012639363296329975,0.09377444,0.09756985,0.10318577
157,0.3062985837459564,0.22491662,0.22949491,0.23779625
158,0.13731829822063446,0.1717501,0.17632143,0.18401232
159,0.20010630786418915,0.21812902,0.22212876,0.22924261
160,-0.016970952972769737,0.075392745,0.07911582,0.08623902
161,-0.07099533081054688,0.049038693,0.052032217,0.05718775
162,-0.08056831359863281,0.036904097,0.037210286,0.03985107
163,-0.08198928833007812,0.037282243,0.039342523,0.042567056
164,-0.05488522723317146,0.07294608,0.07549465,0.0796129
165,-0.07739003747701645,0.045756325,0.046582017,0.049069483
166,-0.0328877754509449,0.08546543,0.08604971,0.08817669
167,-0.04828326031565666,0.06844344,0.067681596,0.06718977
168,-0.08388742059469223,0.03959542,0.038909443,0.040299695
169,-0.08784135431051254,0.028141169,0.029604806,0.034641884
170,-0.08695825189352036,0.03640252,0.035958275,0.036238335
171,-0.07601038366556168,0.055490527,0.053150814,0.05211131
172,-0.04303900524973869,0.113282934,0.10905291,0.10634097
173,-0.08215713500976562,0.05265593,0.04849244,0.04732465
174,-0.049538612365722656,0.09535825,0.09020731,0.08313129
175,-0.05562734603881836,0.08801018,0.08084329,0.07237814
176,-0.07258669286966324,0.07672892,0.06889629,0.058530673
177,-0.06686560064554214,0.076170854,0.07131756,0.067264155
178,-0.06911531835794449,0.07727073,0.07071031,0.06487932
179,-0.06067943572998047,0.080984496,0.0763797,0.072300516
180,-0.0742594376206398,0.062893964,0.055936713,0.046634827
181,-0.08097648620605469,0.06041744,0.055109717,0.049459305
182,-0.07234541326761246,0.06567028,0.059935458,0.05164102
183,-0.035203296691179276,0.10516075,0.098405056,0.08772758
184,-0.02481953240931034,0.1253715,0.11915089,0.112887815
185,-0.025782743468880653,0.12256133,0.115512945,0.10709583
186,-0.07692670822143555,0.06836597,0.062324286,0.05387598
187,-0.07250245660543442,0.06002036,0.05502963,0.047657155
188,-0.042723339051008224,0.07665198,0.07108854,0.0645679
189,0.006728807929903269,0.09852973,0.092952035,0.085650854
190,0.12885920703411102,0.15947069,0.15541779,0.15011854
191,-0.04913298413157463,0.08278402,0.077424444,0.070042476
192,0.026101747527718544,0.124269135,0.11892556,0.112015344
193,0.11682382971048355,0.18207045,0.17725126,0.17003629
194,-0.07248592376708984,0.059096638,0.05350385,0.044616364
195,-0.04775078967213631,0.10277389,0.09817084,0.0928471
196,0.03287474438548088,0.13519956,0.12917367,0.121546954
197,0.008540789596736431,0.13927859,0.13187258,0.12304702
198,-0.03497648239135742,0.114393555,0.10780002,0.09839706
199,-0.0127652483060956,0.11206188,0.10426876,0.09458329
200,-0.04595629498362541,0.0789492,0.083498426,0.09279236
201,0.0708526000380516,0.18407373,0.19073553,0.20310177
202,0.048364002257585526,0.15922347,0.16566542,0.17678973
203,0.14720503985881805,0.24919358,0.25633803,0.26558095
204,0.2786550521850586,0.35715634,0.36420816,0.3736554
205,0.1836223602294922,0.31945297,0.32623118,0.3365823
206,0.03769509121775627,0.17721222,0.1874338,0.20669922
207,0.1608022004365921,0.24375215,0.2514261,0.2650674
208,0.028598785400390625,0.13846095,0.1450318,0.15425836
209,0.14373207092285156,0.22936134,0.23670104,0.24633256
210,0.40845441818237305,0.3955621,0.40169445,0.4092101
211,0.028407573699951172,0.16731864,0.17556217,0.18903524
212,0.11899741739034653,0.2524939,0.26099518,0.27712238
213,0.11208963394165039,0.2819411,0.28882155,0.29657987
214,0.1254892349243164,0.29263783,0.29974926,0.3083762
215,0.021766027435660362,0.17719336,0.18604751,0.20096233
216,0.06534751504659653,0.23234537,0.23946714,0.2501745
217,0.10849761962890625,0.2706283,0.28009865,0.29164532
218,-0.21600978076457977,0.048740134,0.036630653,0.01725144
219,-0.3009444773197174,0.051428314,0.03817495,0.019708531
220,-0.40693235397338867,0.030988468,0.018608749,0.004795496
221,-0.0643523558974266,0.08869255,0.079659365,0.071369685
222,-0.3659508228302002,0.043456655,0.027616577,0.008223974
223,-0.0688224658370018,0.052990537,0.04766877,0.050958894
224,-0.382039874792099,0.049674235,0.030260729,0.0069450275
225,-0.3840005397796631,0.039883662,0.023636365,0.003931821
226,-0.42722973227500916,0.036346506,0.020465795,0.0033230886
227,-0.42797455191612244,0.038180638,0.02017233,0.0023956534
228,-0.06098826602101326,0.10475453,0.09024998,0.07581207
229,-0.4242037832736969,0.03850932,0.021610904,0.003592509
230,-0.23146605491638184,0.07615525,0.056899242,0.025858248
231,-0.07991734892129898,0.070711054,0.056714054,0.0440784
232,-0.13935057818889618,0.06882645,0.050304033,0.021429585
233,-0.07452789694070816,0.055310808,0.05080274,0.0499065
234,-0.09217055886983871,0.031625263,0.029295033,0.0293807
235,-0.07670744508504868,0.07396955,0.06463174,0.05556388
236,-0.06027277186512947,0.115409836,0.10150124,0.081456445
237,-0.01630544662475586,0.12376142,0.13611604,0.15379892
238,0.055563610047101974,0.14834426,0.15811037,0.17508604
239,0.0020872752647846937,0.083968885,0.0912607,0.105747394
240,0.07623291015625,0.10936203,0.116513975,0.12775764
241,0.052054405212402344,0.10931259,0.11546565,0.12762505
242,-0.07554689794778824,0.03306022,0.037003182,0.04574429
243,-0.0022118885535746813,0.05569862,0.06124013,0.07083528
244,0.03827158734202385,0.08767243,0.09359323,0.10423307
245,0.1537456512451172,0.112557314,0.117303684,0.123930454
246,-0.0771128311753273,0.036366604,0.038870342,0.045120172
247,0.17157237231731415,0.11118439,0.11630572,0.12494768
248,-0.0007686614990234375,0.071837045,0.076720886,0.086000636
249,-0.048371631652116776,0.045096096,0.04871355,0.05610705
250,-0.04739062115550041,0.056006152,0.05958622,0.06792903
251,-0.031373340636491776,0.042044934,0.046846993,0.055225037
252,-0.05943362042307854,0.05519259,0.05705615,0.061096966
253,-0.030834833160042763,0.050451986,0.054499753,0.06202517
254,-0.07197252660989761,0.03610821,0.038778592,0.045401692
255,-0.08470281213521957,0.041877437,0.04365569,0.048264526
256,-0.03811391070485115,0.079754695,0.079120204,0.07972278
257,0.018882116302847862,0.11407099,0.11144591,0.10747888
258,-0.028558095917105675,0.08354235,0.080633804,0.076717615
259,-0.07207997888326645,0.055257853,0.0551802,0.05629488
260,-0.01956685446202755,0.10637948,0.10332702,0.10173002
261,0.031592052429914474,0.11891377,0.11471222,0.10875074
262,-0.0357564277946949,0.08338474,0.07935974,0.072646715
263,0.03103160858154297,0.1374601,0.13338105,0.12774941
264,0.045437175780534744,0.16215442,0.15779552,0.15236984
265,-0.006335894111543894,0.15273286,0.14879344,0.14443392
266,-0.0066356658935546875,0.12896265,0.12289606,0.11463752
267,-0.0241266880184412,0.13044341,0.124662995,0.11951985
268,0.0065396628342568874,0.16675204,0.1622214,0.15731554
269,-0.035247802734375,0.13377081,0.12594055,0.117216066
270,-0.06676832586526871,0.07986713,0.0704043,0.058066327
271,0.0051981606520712376,0.17436543,0.16681956,0.15822312
272,-0.0549972839653492,0.07874659,0.07845668,0.07909968
273,-0.04441229626536369,0.12444213,0.11846626,0.111414626
274,-0.04555646702647209,0.12403463,0.11542628,0.10391901
275,-0.014351685531437397,0.1610115,0.15316811,0.14353676
276,-0.0062713623046875,0.0918663,0.07917226,0.055209827
277,-0.11819696426391602,0.044592135,0.033671007,0.02019188
278,-0.06200249865651131,0.066980205,0.060010944,0.04891829
279,-0.029901504516601562,0.0820999,0.076603204,0.068141155
280,-0.029836973175406456,0.08039052,0.07390379,0.063137814
281,-0.06209246441721916,0.055962484,0.050847895,0.041792456
282,-0.0199127197265625,0.05911069,0.054153837,0.04519341
283,0.0069637298583984375,0.066902384,0.061615363,0.053227983
284,0.009510040283203125,0.08741886,0.08271266,0.0757583
285,0.0067882537841796875,0.065118186,0.05991428,0.050951328
286,-0.01194636058062315,0.06290307,0.057846382,0.049667127
287,0.04703330993652344,0.0721203,0.067131825,0.05986925
288,-0.052913665771484375,0.059902836,0.056327768,0.04996542
289,0.09471702575683594,0.0814523,0.07671638,0.06874334
290,0.20142491161823273,0.07309498,0.06795447,0.05995791
291,0.13033485412597656,0.061031424,0.056349743,0.048123877
292,0.15957514941692352,0.08756723,0.08304028,0.07572328
293,0.13987286388874054,0.06522825,0.06014804,0.051855598
294,0.019117355346679688,0.15410823,0.1558264,0.1584344
295,0.40241751074790955,0.29061905,0.29528058,0.302621
296,0.10003948211669922,0.21005617,0.21402147,0.21818477
297,0.09384854882955551,0.21429043,0.21905807,0.2255992
298,0.21678130328655243,0.28679827,0.29183868,0.2978044
299,0.1516275405883789,0.2659457,0.2717562,0.27918038
300,0.1844380646944046,0.2669269,0.2736238,0.2871771
301,0.08752584457397461,0.22040443,0.22824389,0.24424396
302,0.0868680477142334,0.24430855,0.25418955,0.27192232
303,0.05633044242858887,0.24080926,0.25249898,0.27840552
304,0.04806153103709221,0.24837929,0.25850967,0.27951396
305,0.06701656430959702,0.29508528,0.30600557,0.3351609
306,0.013988971710205078,0.22209671,0.23395535,0.25696498
307,-0.0071283974684774876,0.12358891,0.13340934,0.15465942
308,-0.008600790984928608,0.19359814,0.19580583,0.20214684
309,0.03453262522816658,0.23427653,0.2430995,0.26117003
310,0.008458216674625874,0.1868677,0.199329,0.2218747
311,0.005683859344571829,0.21867801,0.22837234,0.24576011
312,-0.02970377542078495,0.14121585,0.14854448,0.16099072
313,0.0012750625610351562,0.22198448,0.22717533,0.23199321
314,0.009030182845890522,0.1887077,0.19514069,0.20300744
315,-0.02606233023107052,0.14330363,0.14798011,0.15797168
316,0.1134706363081932,0.29068914,0.2968172,0.30435404
317,0.06653562933206558,0.29407018,0.30000636,0.30177975
318,0.1512659788131714,0.35329035,0.36085656,0.3681957
319,-0.02551921270787716,0.14886425,0.15642326,0.1705183
320,0.028655370697379112,0.22057466,0.22974758,0.24384004
321,0.012029170989990234,0.18391451,0.19186364,0.20749936
322,0.041370946913957596,0.24856883,0.25673,0.26749068
323,0.019239941611886024,0.27129057,0.27599844,0.28333983
324,0.008275111205875874,0.20073226,0.21392256,0.23517564
325,0.028428753837943077,0.2528067,0.26373374,0.28178456
326,0.048862457275390625,0.30726576,0.31294766,0.3211197
327,-0.0043697357177734375,0.20145991,0.21003678,0.22445782
328,-0.031429607421159744,0.11131986,0.1182287,0.1345646
329,0.05743122100830078,0.30326757,0.3091127,0.31618246
330,0.053288619965314865,0.28643027,0.29296893,0.2966327
331,-0.013571579940617085,0.1822544,0.19171654,0.21209799
332,-0.003506898880004883,0.24509296,0.2554556,0.27702424
333,0.009482304565608501,0.17269488,0.15842216,0.13196619
334,0.07343403249979019,0.17933828,0.16883968,0.15108754
335,0.07916084676980972,0.15295935,0.1448863,0.13098249
336,0.025191625580191612,0.1406024,0.13365695,0.12123775
337,0.24737198650836945,0.2163821,0.20891361,0.19828863
338,0.10318931192159653,0.15670523,0.14804369,0.1327674
339,0.21145837008953094,0.17811456,0.16971813,0.15499844
340,0.29912757873535156,0.18870525,0.18053047,0.16709645
341,0.3163304328918457,0.21306321,0.20460325,0.19175142
342,0.5855168700218201,0.29699904,0.28934756,0.2804321
343,0.2232157438993454,0.20053251,0.189239,0.17210762
344,0.32767605781555176,0.27520695,0.26484287,0.24663249
345,0.1787826269865036,0.20246916,0.19179034,0.1703039
346,0.14768195152282715,0.18556853,0.1743867,0.15571909
347,0.22247028350830078,0.22851133,0.21760172,0.19924062
348,0.310060977935791,0.24393597,0.2311766,0.21404362
349,0.2208501547574997,0.18975957,0.1783231,0.1588208
350,0.3824361264705658,0.26136926,0.25171956,0.23941034
351,0.3902912139892578,0.4461404,0.4570538,0.47199705
352,0.4453193247318268,0.3608495,0.3677568,0.38002113
353,0.015356223098933697,0.18974598,0.19314295,0.19969608
354,0.7040705680847168,0.48404136,0.4925667,0.5068497
355,0.14823119342327118,0.26028928,0.26676312,0.2784352
356,0.5876215100288391,0.43686458,0.44524002,0.45774397
357,0.6432363390922546,0.45211774,0.45948595,0.47115496
358,0.06715536117553711,0.26017225,0.26510894,0.27421197
359,0.2622459828853607,0.32968414,0.33740503,0.3511744
360,0.13227494060993195,0.32255134,0.32855552,0.33795038
361,0.0012059211730957031,0.15272895,0.15544659,0.16132304
362,0.3581922948360443,0.40873224,0.4156676,0.43003863
363,0.433339923620224,0.4719275,0.48116094,0.49649665
364,-0.020422140136361122,0.120553635,0.10861055,0.09266548
365,0.08064428716897964,0.15286398,0.14212151,0.12499954
366,0.049942176789045334,0.13924272,0.12909071,0.115795836
367,0.017051061615347862,0.11344041,0.10549032,0.094025865
368,0.11825784295797348,0.15778354,0.14982088,0.13768514
369,0.072590671479702,0.16585697,0.15651116,0.14337255
370,0.0617264099419117,0.15465285,0.14578685,0.13259594
371,0.07127348333597183,0.14092407,0.13182238,0.11754136
372,0.02753305435180664,0.13141556,0.122257754,0.108145915
373,0.04423586651682854,0.13144033,0.12314374,0.10921934
374,0.04989004135131836,0.1431066,0.13475373,0.121442534
375,0.07169262319803238,0.17009348,0.16244139,0.14801712
376,0.02320973016321659,0.13307089,0.12482218,0.1114995
377,0.09170754998922348,0.16165182,0.15352526,0.14037213
378,0.11454852670431137,0.18024132,0.17256014,0.15944685
379,0.12232303619384766,0.17948255,0.1716253,0.16026805
380,-0.005910078529268503,0.10126225,0.0918046,0.07652054
381,0.09831460565328598,0.16784392,0.1597851,0.14755252
382,0.18724234402179718,0.19877611,0.19087918,0.1793779
383,0.07943948358297348,0.1597593,0.15172485,0.1390486
384,0.08310159295797348,0.15039822,0.14155245,0.12861289
